pid,coauthor_pid,years
184/2150,g/ManishGupta1,2021
184/2150,83/9923,2020
184/2150,03/4045,2020
184/2150,198/5418,2019
184/2150,83/9923,2019
184/2150,g/ManishGupta1,2019
184/2150,03/4045,2019
05/264,164/7451,2021
05/264,167/6469,2021
05/264,16/8981,2021
05/264,m/VMarkl,2021
05/264,167/6469,2020
05/264,164/7451,2020
05/264,b/PeterABoncz,2020
05/264,k/AlfonsKemper,2020
05/264,f/JulianaFreire,2020
05/264,16/8981,2020
05/264,m/VMarkl,2020
05/264,f/JulianaFreire,2018
05/264,164/7451,2018
05/264,a/AnastassiaAilamaki,2018
05/264,164/7451,2017
05/264,a/AnastassiaAilamaki,2017
05/264,f/JulianaFreire,2017
05/264,04/5404,2017
05/264,f/JulianaFreire,2016
05/264,77/6778,2016
05/264,04/5404,2016
05/264,77/6778,2015
05/264,f/JulianaFreire,2015
05/264,f/JulianaFreire,2014
05/264,77/6778,2014
m/HeikoMuller,f/JulianaFreire,2021
m/HeikoMuller,f/JulianaFreire,2020
m/HeikoMuller,s/DiveshSrivastava,2020
m/HeikoMuller,75/5478,2020
m/HeikoMuller,09/3012,2020
m/HeikoMuller,f/JulianaFreire,2019
m/HeikoMuller,09/3012,2019
m/HeikoMuller,75/5478,2019
m/HeikoMuller,f/JulianaFreire,2016
m/HeikoMuller,09/3012,2016
m/HeikoMuller,75/5478,2016
m/HeikoMuller,g/FlorisGeerts,2013
m/HeikoMuller,f/JCFreytag,2012
m/HeikoMuller,l/UlfLeser,2012
m/HeikoMuller,38/8707,2012
m/HeikoMuller,n/FelixNaumann,2012
m/HeikoMuller,96/3253,2011
m/HeikoMuller,g/FlorisGeerts,2010
m/HeikoMuller,35/6569,2010
m/HeikoMuller,f/JCFreytag,2006
m/HeikoMuller,l/UlfLeser,2006
m/HeikoMuller,l/UlfLeser,2005
m/HeikoMuller,n/FelixNaumann,2005
m/HeikoMuller,w/MelanieWeis,2005
m/HeikoMuller,l/UlfLeser,2004
m/HeikoMuller,f/JCFreytag,2004
m/HeikoMuller,n/FelixNaumann,2003
m/HeikoMuller,l/UlfLeser,1999
50/5895,74/6086,2017
50/5895,74/6086,2016
50/5895,61/267,2015
50/5895,61/267,2012
50/5895,c/AndreaCali,2009
50/5895,c/AndreaCali,2008
50/5895,c/AndreaCali,2007
237/4617,l/JiahengLu,2018
167/2106,42/3296,2021
167/2106,i/StratosIdreos,2021
167/2106,i/IhabFIlyas,2021
167/2106,42/3296,2019
167/2106,i/IhabFIlyas,2019
167/2106,s/KennethSalem,2015
26/5170,l/JiahengLu,2020
26/5170,l/JiahengLu,2019
26/5170,n/VivekRNarasayya,2018
26/5170,46/3522,2014
26/5170,y/JunYang1,2009
149/2405,12/1770-5,2022
149/2405,218/9188,2022
149/2405,b/SrikantaJBedathur,2022
149/2405,12/1770-5,2021
149/2405,218/9188,2021
149/2405,b/SrikantaJBedathur,2021
149/2405,205/9137,2021
149/2405,210/0825,2021
149/2405,11/7555,2021
149/2405,188/6387,2021
149/2405,159/0466,2020
149/2405,12/1770-5,2020
149/2405,218/9188,2020
149/2405,205/9137,2020
149/2405,210/0825,2020
96/8522,g/HimanshuGupta,2021
96/8522,96/3834,2019
96/8522,127/0162,2017
96/8522,96/3834,2017
96/8522,75/3512,2016
96/8522,127/0162,2016
96/8522,96/3834,2016
96/8522,75/3512,2015
96/8522,96/3834,2015
96/8522,75/3512,2014
96/8522,75/3512,2013
96/8522,75/3512,2012
96/8522,75/3512,2011
96/8522,75/3512,2010
g/HimanshuGupta,96/8522,2021
g/HimanshuGupta,205/9137,2020
g/HimanshuGupta,205/9137,2019
g/HimanshuGupta,188/6387,2019
g/HimanshuGupta,56/451,2019
g/HimanshuGupta,11/7555,2018
g/HimanshuGupta,205/9137,2018
g/HimanshuGupta,188/6387,2018
g/HimanshuGupta,56/451,2018
g/HimanshuGupta,12/1770-5,2017
g/HimanshuGupta,56/451,2017
g/HimanshuGupta,22/835-1,2017
g/HimanshuGupta,60/2319,2017
g/HimanshuGupta,o/FatmaOzcan,2017
g/HimanshuGupta,127/6195,2017
g/HimanshuGupta,129/8181,2017
g/HimanshuGupta,58/1388,2017
g/HimanshuGupta,11/7555,2017
g/HimanshuGupta,188/6387,2017
g/HimanshuGupta,205/9137,2017
g/HimanshuGupta,90/1415,2011
g/HimanshuGupta,c/VTChakaravarthy,2009
g/HimanshuGupta,c/VTChakaravarthy,2008
g/HimanshuGupta,68/1677,2008
g/HimanshuGupta,c/VTChakaravarthy,2006
g/HimanshuGupta,m/PabitraMitra,2005
g/HimanshuGupta,s/DiveshSrivastava,1999
59/2081,05/6545,2016
08/3969,45/4887,2021
08/3969,45/4887,2020
08/3969,32/7263,2019
08/3969,45/4887,2019
08/3969,168/9023,2018
08/3969,m/SamuelMadden,2018
08/3969,36/2133,2018
08/3969,45/4887,2018
08/3969,168/9023,2017
08/3969,m/SamuelMadden,2017
08/3969,36/2133,2017
08/3969,f/JCFreytag,2016
08/3969,36/2133,2016
08/3969,m/SamuelMadden,2016
08/3969,m/SamuelMadden,2015
08/3969,s/MichaelStonebraker,2015
08/3969,i/StratosIdreos,2014
08/3969,77/3753,2013
08/3969,m/VMarkl,2013
08/3969,l/UlfLeser,2013
08/3969,k/AlfonsKemper,2013
08/3969,41/9728,2012
85/5637-1,48/1707,2022
85/5637-1,98/5766-1,2021
85/5637-1,93/9883,2021
85/5637-1,y/JXuYu,2021
85/5637-1,149/1789,2021
85/5637-1,48/1707,2021
85/5637-1,169/1501,2021
85/5637-1,y/JXuYu,2020
85/5637-1,171/4868,2020
85/5637-1,169/1501,2020
85/5637-1,14/10147,2020
85/5637-1,51/5585,2020
85/5637-1,y/JXuYu,2019
85/5637-1,81/3390-1,2019
85/5637-1,169/1501,2019
85/5637-1,149/1789,2019
85/5637-1,y/JXuYu,2018
85/5637-1,81/3390-1,2018
85/5637-1,98/5766-1,2018
85/5637-1,y/JXuYu,2017
85/5637-1,81/3390-1,2017
85/5637-1,14/10147,2017
85/5637-1,51/5585,2017
85/5637-1,93/9883,2017
85/5637-1,20/3883,2017
85/5637-1,c/LeiChen0002,2017
85/5637-1,98/5766-1,2017
85/5637-1,169/1501,2017
85/5637-1,06/4171,2017
85/5637-1,98/5766-1,2016
85/5637-1,y/JXuYu,2016
85/5637-1,51/5585,2016
85/5637-1,06/4171,2016
85/5637-1,14/10147,2016
85/5637-1,z/XiaofangZhou,2016
85/5637-1,117/3757,2016
85/5637-1,l/FeifeiLi,2016
85/5637-1,06/4171,2015
85/5637-1,98/5766-1,2015
85/5637-1,y/JXuYu,2015
85/5637-1,c/LeiChen0002,2015
85/5637-1,l/HuiLi5,2015
85/5637-1,18/4350,2015
85/5637-1,51/5585,2015
85/5637-1,z/XiaofangZhou,2015
85/5637-1,37/548,2015
85/5637-1,37/548,2014
85/5637-1,y/JXuYu,2014
85/5637-1,98/5766-1,2014
85/5637-1,117/3757,2014
85/5637-1,20/3883,2014
85/5637-1,c/LeiChen0002,2014
85/5637-1,06/4171,2014
85/5637-1,93/9883,2014
85/5637-1,47/179,2014
85/5637-1,w/HaixunWang,2014
85/5637-1,48/1707,2014
85/5637-1,51/5585,2014
85/5637-1,l/LinXuemin,2014
85/5637-1,y/XifengYan,2014
85/5637-1,93/9883,2013
85/5637-1,51/5585,2013
85/5637-1,y/JXuYu,2013
85/5637-1,98/5766-1,2013
85/5637-1,37/548,2013
85/5637-1,70/6862,2013
85/5637-1,47/179,2013
85/5637-1,72/4662,2013
85/5637-1,y/XifengYan,2013
85/5637-1,98/5766-1,2012
85/5637-1,y/JXuYu,2012
85/5637-1,06/4171,2012
85/5637-1,117/3757,2012
85/5637-1,w/HaixunWang,2012
85/5637-1,47/179,2012
85/5637-1,51/5585,2012
85/5637-1,93/9883,2012
85/5637-1,14/10147,2012
85/5637-1,37/548,2012
85/5637-1,20/3883,2012
85/5637-1,c/LeiChen0002,2012
85/5637-1,47/3542-1,2012
85/5637-1,y/JXuYu,2011
85/5637-1,28/3904,2011
85/5637-1,93/9883,2011
85/5637-1,y/XifengYan,2010
85/5637-1,70/6862,2010
85/5637-1,z/XiaofangZhou,2010
85/5637-1,y/JXuYu,2010
85/5637-1,y/JXuYu,2009
85/5637-1,37/3868,2009
85/5637-1,18/4350,2009
85/5637-1,y/XifengYan,2009
85/5637-1,y/XifengYan,2008
85/5637-1,67/4834-4,2008
85/5637-1,37/3868,2008
85/5637-1,18/4350,2008
85/5637-1,y/XifengYan,2007
85/5637-1,77/1985,2007
85/5637-1,y/XifengYan,2006
85/5637-1,y/XifengYan,2005
85/5637-1,y/XifengYan,2004
05/6545,50/4597,2022
05/6545,204/0158,2022
05/6545,204/0158,2021
05/6545,204/0158,2020
05/6545,204/0158,2019
05/6545,204/0158,2018
05/6545,204/0158,2017
05/6545,09/404-1,2017
05/6545,59/2081,2016
05/6545,50/4597,2016
05/6545,c/KCCChang,2013
05/6545,09/404-1,2013
05/6545,09/404-1,2011
81/940,67/4834-4,2022
81/940,67/4834-4,2021
81/940,67/4834-4,2020
81/940,67/4834-4,2019
81/940,76/1735,2019
81/940,89/2619,2019
81/940,169/3246,2017
81/940,14/5155-1,2016
81/940,52/1382,2015
81/940,41/1074-1,2015
81/940,03/505,2015
81/940,03/505,2014
81/940,41/1074-1,2014
81/940,52/1382,2014
81/940,w/HaixunWang,2012
81/940,35/6569,2010
81/940,32/6122,2010
81/940,w/WeiWang11,2008
81/940,l/LinXuemin,2008
81/940,w/WeiWang11,2005
81/940,l/LinXuemin,2005
04/10606,a/KarlAberer,2022
04/10606,73/3928-1,2022
04/10606,s/CyrusShahabi,2022
04/10606,70/6862,2022
04/10606,z/XiaofangZhou,2022
04/10606,61/267,2021
04/10606,a/KarlAberer,2021
04/10606,131/2926,2021
04/10606,70/6862,2021
04/10606,73/3928-1,2021
04/10606,152/4895,2021
04/10606,181/2689-1,2021
04/10606,z/XiaofangZhou,2020
04/10606,152/4895,2020
04/10606,07/668-2,2020
04/10606,70/6862,2020
04/10606,131/2926,2020
04/10606,61/267,2020
04/10606,55/5031,2020
04/10606,a/KarlAberer,2020
04/10606,73/3928-1,2020
04/10606,61/267,2019
04/10606,152/4895,2019
04/10606,z/XiaofangZhou,2019
04/10606,19/2405-1,2019
04/10606,70/6862,2019
04/10606,73/3928-1,2019
04/10606,68/11145,2019
04/10606,a/KarlAberer,2019
04/10606,z/XiaofangZhou,2018
04/10606,70/6862,2018
04/10606,61/267,2018
04/10606,73/3928-1,2018
04/10606,152/4895,2018
04/10606,81/3390-1,2018
04/10606,08/7259,2018
04/10606,55/5031,2018
04/10606,19/2405-1,2018
04/10606,37/3868,2017
04/10606,z/XiaofangZhou,2017
04/10606,61/267,2017
04/10606,a/KarlAberer,2017
04/10606,70/6862,2017
04/10606,68/11145,2017
04/10606,08/7259,2017
04/10606,x/HuiXiong,2017
04/10606,55/5031,2016
04/10606,z/XiaofangZhou,2016
04/10606,73/3928-1,2016
04/10606,70/6862,2016
04/10606,152/4895,2016
04/10606,33/1903,2016
04/10606,l/HuaLu,2016
04/10606,55/5031,2015
04/10606,z/XiaofangZhou,2015
04/10606,131/2926,2015
04/10606,73/3928-1,2015
04/10606,37/3868,2015
04/10606,70/6862,2015
04/10606,55/5031,2014
04/10606,37/3868,2014
04/10606,70/6862,2014
04/10606,55/5031,2013
04/10606,l/HuaLu,2013
04/10606,37/3868,2013
04/10606,55/5031,2012
04/10606,55/5031,2011
l/HuaLu,55/5690,2021
l/HuaLu,21/5967,2021
l/HuaLu,55/5690,2020
l/HuaLu,46/2884,2020
l/HuaLu,20/3716,2020
l/HuaLu,67/6383-1,2020
l/HuaLu,21/5967,2020
l/HuaLu,x/JianliangXu,2020
l/HuaLu,21/1694,2019
l/HuaLu,x/JianliangXu,2019
l/HuaLu,21/5967,2019
l/HuaLu,67/6383-1,2019
l/HuaLu,20/3716,2019
l/HuaLu,23/282,2018
l/HuaLu,67/6383-1,2018
l/HuaLu,21/5967,2018
l/HuaLu,x/JianliangXu,2018
l/HuaLu,p/TorbenBachPedersen,2017
l/HuaLu,c/ToonCalders,2017
l/HuaLu,55/5031,2017
l/HuaLu,j/ChristianSJensen,2017
l/HuaLu,x/JianliangXu,2017
l/HuaLu,67/6383-1,2016
l/HuaLu,21/5967,2016
l/HuaLu,55/5690,2016
l/HuaLu,77/377-2,2016
l/HuaLu,j/ChristianSJensen,2016
l/HuaLu,86/508-2,2016
l/HuaLu,21/1694,2016
l/HuaLu,p/TorbenBachPedersen,2016
l/HuaLu,c/ToonCalders,2016
l/HuaLu,04/10606,2016
l/HuaLu,55/5031,2016
l/HuaLu,73/3928-1,2015
l/HuaLu,p/TorbenBachPedersen,2015
l/HuaLu,w/JRWen,2015
l/HuaLu,21/1694,2015
l/HuaLu,21/5967,2015
l/HuaLu,67/6383-1,2015
l/HuaLu,77/377-2,2015
l/HuaLu,55/5031,2015
l/HuaLu,55/1967,2014
l/HuaLu,23/282,2014
l/HuaLu,89/2619,2014
l/HuaLu,l/JiahengLu,2014
l/HuaLu,21/1694,2014
l/HuaLu,p/TorbenBachPedersen,2014
l/HuaLu,21/5967,2013
l/HuaLu,67/6383-1,2013
l/HuaLu,21/1694,2013
l/HuaLu,p/TorbenBachPedersen,2013
l/HuaLu,56/2998-1,2013
l/HuaLu,04/10606,2013
l/HuaLu,55/5031,2013
l/HuaLu,j/ChristianSJensen,2013
l/HuaLu,p/TorbenBachPedersen,2012
l/HuaLu,77/2970-1,2012
l/HuaLu,j/ChristianSJensen,2012
l/HuaLu,33/3180,2012
l/HuaLu,o/BengChinOoi,2012
l/HuaLu,89/6013,2012
l/HuaLu,08/7259,2012
l/HuaLu,55/5031,2011
l/HuaLu,23/282,2011
l/HuaLu,34/6253,2011
l/HuaLu,j/ChristianSJensen,2011
l/HuaLu,77/377-2,2011
l/HuaLu,21/5967,2011
l/HuaLu,67/6383-1,2011
l/HuaLu,j/ChristianSJensen,2010
l/HuaLu,77/377-2,2010
l/HuaLu,o/BengChinOoi,2010
l/HuaLu,t/AnthonyKHTung,2010
l/HuaLu,55/5031,2009
l/HuaLu,77/377-2,2009
l/HuaLu,j/ChristianSJensen,2009
l/HuaLu,23/282,2009
l/HuaLu,55/5031,2008
l/HuaLu,23/282,2008
l/HuaLu,j/ChristianSJensen,2008
l/HuaLu,o/BengChinOoi,2007
l/HuaLu,j/ChristianSJensen,2007
l/HuaLu,o/BengChinOoi,2006
l/HuaLu,t/AnthonyKHTung,2006
l/HuaLu,j/ChristianSJensen,2006
l/HuaLu,t/AnthonyKHTung,2005
33/2952,58/3771,2021
33/2952,58/3771,2020
33/2952,y/XifengYan,2018
33/2952,67/4834-4,2017
33/2952,y/XifengYan,2017
33/2952,y/XifengYan,2016
33/2952,y/XifengYan,2015
33/2952,32/6122,2014
33/2952,y/XifengYan,2014
33/2952,77/1985,2014
33/2952,y/XifengYan,2013
13/8730,10/11150,2021
13/8730,58/4127,2021
13/8730,74/3608-6,2021
13/8730,145/6329,2021
13/8730,10/11150,2020
13/8730,58/4127,2020
13/8730,10/11150,2019
13/8730,58/4127,2019
13/8730,10/11150,2018
13/8730,58/4127,2018
13/8730,58/4127,2016
13/8730,74/3608-6,2016
l/HuiLi5,b/SSBhowmick,2021
l/HuiLi5,b/SSBhowmick,2020
l/HuiLi5,b/SSBhowmick,2019
l/HuiLi5,b/SSBhowmick,2017
l/HuiLi5,b/SSBhowmick,2016
l/HuiLi5,85/1868,2016
l/HuiLi5,18/4350,2015
l/HuiLi5,85/5637-1,2015
l/HuiLi5,b/SSBhowmick,2015
l/HuiLi5,80/2651,2015
l/HuiLi5,b/SSBhowmick,2014
l/HuiLi5,70/6862,2014
l/HuiLi5,b/SSBhowmick,2013
l/HuiLi5,b/SSBhowmick,2011
l/HuiLi5,b/SSBhowmick,2010
l/HuiLi5,b/SSBhowmick,2009
x/HuiXiong,35/6569,2022
x/HuiXiong,14/8543,2021
x/HuiXiong,98/5766-1,2021
x/HuiXiong,73/3928-1,2021
x/HuiXiong,z/XiaofangZhou,2021
x/HuiXiong,08/6809-1,2021
x/HuiXiong,20/3716,2021
x/HuiXiong,08/6809-1,2020
x/HuiXiong,35/6569,2020
x/HuiXiong,181/2689-1,2020
x/HuiXiong,o/MTamerOzsu,2020
x/HuiXiong,89/2506-2,2020
x/HuiXiong,08/5342,2020
x/HuiXiong,20/3716,2020
x/HuiXiong,z/XiaofangZhou,2020
x/HuiXiong,146/6971,2020
x/HuiXiong,89/6013,2019
x/HuiXiong,z/XiaofangZhou,2019
x/HuiXiong,08/6809-1,2018
x/HuiXiong,73/3928-1,2017
x/HuiXiong,04/10606,2017
x/HuiXiong,w/XiaoyangSeanWang,2016
x/HuiXiong,47/3542-1,2016
x/HuiXiong,82/6362-1,2016
x/HuiXiong,08/6809-1,2016
x/HuiXiong,14/8543,2016
x/HuiXiong,08/6809-1,2015
x/HuiXiong,73/3928-1,2015
x/HuiXiong,14/8543,2015
x/HuiXiong,181/2689-1,2014
x/HuiXiong,y/JXuYu,2014
x/HuiXiong,08/6809-1,2014
x/HuiXiong,14/8543,2014
x/HuiXiong,82/6362-1,2014
x/HuiXiong,s/ShashiShekhar,2013
x/HuiXiong,47/3542-1,2012
x/HuiXiong,61/3091,2012
x/HuiXiong,s/ShashiShekhar,2011
x/HuiXiong,03/505,2010
x/HuiXiong,z/AoyingZhou,2010
x/HuiXiong,181/2689-1,2009
x/HuiXiong,s/ShashiShekhar,2009
x/HuiXiong,61/3091,2008
x/HuiXiong,p/JianPei,2006
x/HuiXiong,s/ShashiShekhar,2006
x/HuiXiong,s/ShashiShekhar,2004
x/HuiXiong,s/ShashiShekhar,2003
x/HuiXiong,p/JianPei,2003
04/492,19/3011,2015
04/492,34/6253,2007
04/492,34/6253,2006
04/492,34/6253,2005
04/492,34/6253,2004
04/492,k/GeorgeKollios,2004
04/492,t/YufeiTao,2004
04/492,34/6253,2003
04/492,p/DimitrisPapadias,2003
n/HungQNgo,185/9964,2022
n/HungQNgo,s/DanSuciu,2022
n/HungQNgo,s/DanSuciu,2021
n/HungQNgo,185/9964,2021
n/HungQNgo,181/5823,2020
n/HungQNgo,57/10355,2020
n/HungQNgo,s/DanSuciu,2020
n/HungQNgo,57/10355,2019
n/HungQNgo,s/DanSuciu,2019
n/HungQNgo,181/5823,2019
n/HungQNgo,r/ChristopherRe,2018
n/HungQNgo,57/10355,2018
n/HungQNgo,181/5823,2018
n/HungQNgo,181/5823,2017
n/HungQNgo,s/DanSuciu,2017
n/HungQNgo,r/ChristopherRe,2016
n/HungQNgo,s/DanSuciu,2016
n/HungQNgo,r/ChristopherRe,2015
n/HungQNgo,67/4834-4,2014
n/HungQNgo,97/919-1,2014
n/HungQNgo,r/ChristopherRe,2014
n/HungQNgo,r/ChristopherRe,2013
n/HungQNgo,67/4834-4,2013
n/HungQNgo,r/ChristopherRe,2012
n/HungQNgo,10/5630-1,2006
77/6778,p/TorbenBachPedersen,2021
77/6778,72/4662,2019
77/6778,p/TorbenBachPedersen,2019
77/6778,f/JulianaFreire,2017
77/6778,f/JulianaFreire,2016
77/6778,134/9031,2016
77/6778,04/5404,2016
77/6778,05/264,2016
77/6778,05/264,2015
77/6778,f/JulianaFreire,2015
77/6778,f/JulianaFreire,2014
77/6778,05/264,2014
77/6778,04/5404,2014
77/6778,k/AlfonsKemper,2014
77/6778,54/1720,2014
77/6778,f/JulianaFreire,2013
77/6778,f/JulianaFreire,2011
77/6778,h/BillHowe,2011
77/6778,54/1720,2011
77/6778,b/PBonnet,2011
77/6778,54/1720,2009
77/6778,f/JulianaFreire,2009
77/6778,l/BertramLudascher,2008
77/6778,f/JulianaFreire,2008
77/6778,54/1720,2008
77/6778,17/5910,2008
77/6778,17/5910,2007
77/6778,54/1720,2007
77/6778,f/JulianaFreire,2007
77/6778,f/JulianaFreire,2006
77/6778,17/5910,2006
77/6778,17/5910,2005
77/6778,f/JulianaFreire,2005
80/6889,170/5430,2021
80/6889,170/5430,2020
80/6889,33/6749,2020
80/6889,39/3530-1,2020
80/6889,66/5923-8,2020
80/6889,170/5430,2019
80/6889,33/6749,2019
80/6889,66/5923-8,2019
80/6889,08/6809-1,2019
80/6889,170/5430,2018
80/6889,33/6749,2018
80/6889,08/6809-1,2018
80/6889,62/2450,2017
80/6889,97/5585,2017
80/6889,33/6749,2017
80/6889,170/5430,2017
80/6889,61/1573,2016
80/6889,170/5430,2016
80/6889,33/6749,2016
80/6889,61/1573,2015
80/6889,62/2450,2015
80/6889,33/6749,2015
80/6889,170/5430,2015
80/6889,62/2450,2014
80/6889,61/1573,2014
80/6889,61/1573,2013
80/6889,62/2450,2013
80/6889,61/1573,2012
80/6889,c/LeiChen0002,2012
80/6889,62/2450,2012
80/6889,s/DiveshSrivastava,2012
80/6889,z/XiaofangZhou,2012
80/6889,62/2450,2011
80/6889,61/1573,2011
80/6889,13/4420,2011
80/6889,61/1573,2010
80/6889,62/2450,2010
80/6889,61/1573,2009
80/6889,62/2450,2009
80/6889,61/3091,2008
80/6889,c/KCCChang,2007
80/6889,61/3091,2006
80/6889,c/KCCChang,2005
80/6889,y/XifengYan,2005
80/6889,c/KCCChang,2004
80/6889,w/WeiWang,2003
80/6889,c/KCCChang,2002
45/1270,r/UweRohm,2014
45/1270,r/UweRohm,2013
45/1270,r/UweRohm,2011
16/8981,164/7451,2021
16/8981,167/6469,2021
16/8981,05/264,2021
16/8981,m/VMarkl,2021
16/8981,94/5893,2021
16/8981,26/6037,2021
16/8981,94/5893,2020
16/8981,167/6469,2020
16/8981,k/AlfonsKemper,2020
16/8981,164/7451,2020
16/8981,05/264,2020
16/8981,m/VMarkl,2020
16/8981,94/5893,2019
16/8981,99/6349,2019
16/8981,94/5893,2018
16/8981,94/5893,2017
i/IhabFIlyas,122/5424-2,2021
i/IhabFIlyas,28/949-1,2021
i/IhabFIlyas,r/ChristopherRe,2021
i/IhabFIlyas,177/8852,2021
i/IhabFIlyas,74/3195,2021
i/IhabFIlyas,77/4620,2021
i/IhabFIlyas,26/5304,2021
i/IhabFIlyas,167/2106,2021
i/IhabFIlyas,42/3296,2021
i/IhabFIlyas,i/StratosIdreos,2021
i/IhabFIlyas,177/8852,2020
i/IhabFIlyas,164/1401,2020
i/IhabFIlyas,74/3195,2020
i/IhabFIlyas,163/0449,2020
i/IhabFIlyas,t/CaetanoTrainaJr,2020
i/IhabFIlyas,122/5424-2,2020
i/IhabFIlyas,28/949-1,2020
i/IhabFIlyas,131/4767,2019
i/IhabFIlyas,167/2106,2019
i/IhabFIlyas,42/3296,2019
i/IhabFIlyas,122/5424-2,2019
i/IhabFIlyas,26/5304,2019
i/IhabFIlyas,p/JMPetit,2019
i/IhabFIlyas,71/8700-1,2019
i/IhabFIlyas,38/8707,2019
i/IhabFIlyas,l/GuoliangLi,2019
i/IhabFIlyas,m/SamuelMadden,2019
i/IhabFIlyas,o/MouradOuzzani,2019
i/IhabFIlyas,s/MichaelStonebraker,2019
i/IhabFIlyas,27/104-1,2019
i/IhabFIlyas,154/6336,2019
i/IhabFIlyas,74/3195,2019
i/IhabFIlyas,r/ChristopherRe,2019
i/IhabFIlyas,28/949-1,2019
i/IhabFIlyas,164/1401,2019
i/IhabFIlyas,177/8852,2019
i/IhabFIlyas,77/4620,2019
i/IhabFIlyas,s/MichaelStonebraker,2018
i/IhabFIlyas,131/4202,2018
i/IhabFIlyas,m/EssamMansour,2018
i/IhabFIlyas,121/4198,2018
i/IhabFIlyas,m/SamuelMadden,2018
i/IhabFIlyas,o/MouradOuzzani,2018
i/IhabFIlyas,27/104-1,2018
i/IhabFIlyas,71/8700-1,2018
i/IhabFIlyas,38/8707,2018
i/IhabFIlyas,154/6336,2018
i/IhabFIlyas,74/3195,2018
i/IhabFIlyas,r/ChristopherRe,2018
i/IhabFIlyas,131/4767,2017
i/IhabFIlyas,r/ChristopherRe,2017
i/IhabFIlyas,d/XinLunaDong,2017
i/IhabFIlyas,f/JulianaFreire,2017
i/IhabFIlyas,m/RJMiller,2017
i/IhabFIlyas,n/FelixNaumann,2017
i/IhabFIlyas,z/XiaofangZhou,2017
i/IhabFIlyas,s/DiveshSrivastava,2017
i/IhabFIlyas,42/3296,2017
i/IhabFIlyas,71/8700-1,2017
i/IhabFIlyas,131/4202,2017
i/IhabFIlyas,38/8707,2017
i/IhabFIlyas,s/MichaelStonebraker,2017
i/IhabFIlyas,m/SamuelMadden,2017
i/IhabFIlyas,o/MouradOuzzani,2017
i/IhabFIlyas,27/104-1,2017
i/IhabFIlyas,m/EssamMansour,2017
i/IhabFIlyas,121/4198,2017
i/IhabFIlyas,122/5424-2,2017
i/IhabFIlyas,28/949-1,2017
i/IhabFIlyas,b/ChristianBizer,2016
i/IhabFIlyas,d/XinLunaDong,2016
i/IhabFIlyas,o/MouradOuzzani,2016
i/IhabFIlyas,131/4767,2016
i/IhabFIlyas,49/8316,2016
i/IhabFIlyas,38/8707,2016
i/IhabFIlyas,71/8700-1,2016
i/IhabFIlyas,131/4202,2016
i/IhabFIlyas,p/PaoloPapotti,2016
i/IhabFIlyas,s/MichaelStonebraker,2016
i/IhabFIlyas,27/104-1,2016
i/IhabFIlyas,82/231,2016
i/IhabFIlyas,26/6037,2016
i/IhabFIlyas,r/ChristopherRe,2016
i/IhabFIlyas,w/StevenEuijongWhang,2016
i/IhabFIlyas,58/3771,2016
i/IhabFIlyas,147/1189,2016
i/IhabFIlyas,39/7183,2016
i/IhabFIlyas,131/4767,2015
i/IhabFIlyas,o/MouradOuzzani,2015
i/IhabFIlyas,p/PaoloPapotti,2015
i/IhabFIlyas,27/104-1,2015
i/IhabFIlyas,38/8707,2015
i/IhabFIlyas,10/5842,2015
i/IhabFIlyas,s/MichaelStonebraker,2015
i/IhabFIlyas,42/3296,2015
i/IhabFIlyas,m/SamuelMadden,2015
i/IhabFIlyas,09/6353,2015
i/IhabFIlyas,42/3296,2014
i/IhabFIlyas,131/4767,2014
i/IhabFIlyas,p/PaoloPapotti,2014
i/IhabFIlyas,o/MouradOuzzani,2014
i/IhabFIlyas,09/6353,2014
i/IhabFIlyas,27/104-1,2014
i/IhabFIlyas,o/MouradOuzzani,2013
i/IhabFIlyas,09/6353,2013
i/IhabFIlyas,27/104-1,2013
i/IhabFIlyas,131/4767,2013
i/IhabFIlyas,p/PaoloPapotti,2013
i/IhabFIlyas,c/LeiChen0002,2013
i/IhabFIlyas,r/ChristopherRe,2013
i/IhabFIlyas,z/XiaofangZhou,2013
i/IhabFIlyas,s/MichaelStonebraker,2013
i/IhabFIlyas,42/3296,2013
i/IhabFIlyas,n/JeffreyFNaughton,2013
i/IhabFIlyas,07/1181,2012
i/IhabFIlyas,n/FelixNaumann,2012
i/IhabFIlyas,o/MouradOuzzani,2012
i/IhabFIlyas,p/PaoloPapotti,2012
i/IhabFIlyas,09/6353,2012
i/IhabFIlyas,27/104-1,2012
i/IhabFIlyas,42/3296,2012
i/IhabFIlyas,o/MouradOuzzani,2011
i/IhabFIlyas,14/6896,2011
i/IhabFIlyas,42/3296,2010
i/IhabFIlyas,14/6896,2010
i/IhabFIlyas,p/NeoklisPolyzotis,2010
i/IhabFIlyas,w/RaymondChiWingWong,2009
i/IhabFIlyas,o/MTamerOzsu,2009
i/IhabFIlyas,h/PeterJHaas,2009
i/IhabFIlyas,m/VMarkl,2009
i/IhabFIlyas,s/KennethSalem,2009
i/IhabFIlyas,14/6896,2009
i/IhabFIlyas,c/KCCChang,2008
i/IhabFIlyas,42/5855,2008
i/IhabFIlyas,d/AmolDeshpande,2008
i/IhabFIlyas,k/BKonigRies,2008
i/IhabFIlyas,r/MatthiasRenz,2008
i/IhabFIlyas,t/MartinTheobald,2008
i/IhabFIlyas,h/PeterJHaas,2008
